ProcessName,RegionName,Time,Level,cap_par,cap_exp,fix_par,fix_exp,var_par,var_exp,MaxCapacityAddition,MaxCapacityGrowth,TotalCapacityLimit,TechnicalLife,UtilizationFactor,ScalingSize,efficiency,AvailabiliyYear,Type,Fuel,EndUse,InterestRate,Agent2,Agent1
resCHPFuelCellHdg,Peninsular,2020,fixed,314.4969021,1,25.87127583,1,0,1,23.97141915,0.134223314,2509.204203,25,0.9,0.000756864,0.8,0.35,energy,hydrogen,hwater,0.1,1,0
resMicroCHPHydrogen,Peninsular,2020,fixed,1404.564102,1,5.480245763,1,0,1,15,0.04,2509.204203,15,0.95,0.000378432,0.8,1,energy,hydrogen,hwater,0.1,1,0
resAC,Western,2020,fixed,7.928989227,1,0.396449461,1,0,1,4.594621275,0.015963732,16.96787958,15,1,0.000031536,0.555555556,1,energy,electricity,cool,0.1,1,0
resAppliancesAdv,Western,2020,fixed,27.03495055,1,6.694181304,1,0,1,4.594621275,0.015963732,135.9390394,11,1,0.000109115,0.841176768,1,energy,electricity,appl,0.1,1,0
resAppliancesCon,Western,2020,fixed,26.25274583,1,2.300464074,1,0,1,6.563744679,0.022805331,135.9390394,11,1,0.000109115,0.753690083,1,energy,electricity,appl,0.1,1,0
resBoilerBiomass,Western,2020,fixed,36.39566123,1,3.639566123,1,0,1,40.32197493,0.296534105,2509.204203,20,0.95,0.000756864,0.74,1,energy,biomass,hwater,0.1,1,0
resBoilerBiomass_solarT,Western,2020,fixed,42.78785391,1,4.278785391,1,0,1,33.60158904,0.039583678,2509.204203,20,0.95,0.000774384,0.74,1,energy,biomass,hwater,0.1,1,0
resBoilerElectric,Western,2020,fixed,3.364685222,1,0.336468522,1,0,1,40.32197493,0.296534105,2509.204203,15,0.95,0.000756864,0.95,1,energy,electricity,hwater,0.1,1,0
resBoilerElectriciy_solarT,Western,2020,fixed,10.50418506,1,1.050418506,1,0,1,6.941591595,0.035107081,2509.204203,15,0.95,0.000774384,0.95,1,energy,electricity,hwater,0.1,1,0
resBoilerNG,Western,2020,fixed,4.379840717,1,0.437984072,1,0,1,40.32197493,0.296534105,2509.204203,15,0.95,0.000756864,0.84,1,energy,gas,hwater,0.1,1,0
resBoilerNG_solarT,Western,2020,fixed,11.49637323,1,1.149637323,1,0,1,58.30966074,0.042177212,2509.204203,15,0.95,0.000774384,0.84,1,energy,gas,hwater,0.1,1,0
resCHPBiomass,Western,2020,fixed,26.04022927,1,1.170347383,1,0,1,5.970798768,0.45510538,2509.204203,25,0.9,0.000756864,0.8,0.35,energy,biomass,hwater,0.1,1,0
resCHPNG,Western,2020,fixed,20.64007705,1,0.820475113,1,0,1,23.97141915,0.134223314,2509.204203,25,0.9,0.000756864,0.8,0.35,energy,gas,hwater,0.1,1,0
resCookingBiomass,Western,2020,fixed,2.010537981,1,0.150790349,1,0,1,572.5169484,0.03124384,695.4917985,14,1,0.000063072,0.45,1,energy,biomass,cook,0.1,1,0
resCookingCoal,Western,2020,fixed,2.010537981,1,0.301580697,1,0,1,367.0742454,0.411439003,695.4917985,14,1,0.000063072,0.4,1,energy,coal,cook,0.1,1,0
resCookingElec,Western,2020,fixed,13.36782275,1,0.668391138,1,0,1,0.225774165,0.022805331,695.4917985,14,1,0.000063072,1.307298347,1,energy,electricity,cook,0.1,1,0
resCookingKerosene,Western,2020,fixed,4.523710458,1,0.113092761,1,0,1,2.087188767,0.172958736,695.4917985,14,1,0.000063072,0.95,1,energy,kerosene,cook,0.1,1,0
resCookingNG,Western,2020,fixed,14.26674359,1,0.713337179,1,0,1,0.011489733,0.032913073,695.4917985,14,1,0.000063072,0.957767695,1,energy,gas,cook,0.1,1,0
resElectricNightStorage,Western,2020,fixed,0.001536299,1,0.001536299,1,0,1,15,0.02,2509.204203,15,0.95,0.000491962,1,1,energy,electricity,heating,0.1,1,0
resASHeatPump,Western,2020,fixed,47.58580364,1,2.379290182,1,0,1,1031.622923,0.757759912,2509.204203,20,0.95,0.000283824,2.51,1,energy,electricity,hwater,0.1,1,0
resASHeatPump_solarT,Western,2020,fixed,63.36166261,1,3.168083131,1,0,1,825.298338,0.606207929,2509.204203,20,0.95,0.000301344,2.51,1,energy,electricity,hwater,0.1,1,0
resGSHeatPump,Western,2020,fixed,90.33194623,1,4.516597312,1,0,1,45.37043718,0.217705857,2509.204203,20,0.7,0.000283824,2.84,1,energy,electricity,hwater,0.1,1,0
resGSHeatPump_solarT,Western,2020,fixed,103.6225644,1,3.168083131,1,0,1,36.29634975,0.174164686,2509.204203,20,0.7,0.000301344,2.84,1,energy,electricity,hwater,0.1,1,0
resLightingCon,Western,2020,fixed,0.211439713,1,0,1,0,1,13.70508713,2.28E-02,283.7426546,1,1,0.00000189,1,1.00E+00,energy,electricity,light,0.1,1,0
resLightingEnergySaving,Western,2020,fixed,0.634319138,1,0,1,0,1,9.593560989,1.60E-02,283.7426546,7,1,0.00000189,4,1.00E+00,energy,electricity,light,0.1,1,0
resLightingLED,Western,2020,fixed,1.691517702,1,0,1,0,1,8.223052275,1.37E-02,283.7426546,21,1,0.00000189,8.571428571,1.00E+00,energy,electricity,light,0.1,1,0
resMicroCHPBiomass,Western,2020,fixed,37.61644451,1,1.880822226,1,0,1,15,0.04,2509.204203,15,0.95,0.000378432,0.8,1,energy,biomass,hwater,0.1,1,0
resMicroCHPNG,Western,2020,fixed,14.10616669,1,0.705308335,1,0,1,15,0.04,2509.204203,15,0.95,0.000378432,0.8,1,energy,gas,hwater,0.1,1,0
resElectricResSA,Western,2020,fixed,4.027306456,1,0.402730646,1,0,1,15,0.02,2509.204203,15,0.95,0.000491962,0.9,1,energy,electricity,heating,0.1,1,0
resElectricResSA_storage,Western,2020,fixed,4.60263595,1,0.460263595,1,0,1,15,0.02,2509.204203,15,0.95,0.000491962,0.7,1,energy,electricity,heating,0.1,1,0
resBoilerLPG,Western,2020,fixed,7.212069585,1,0.721206958,1,0,1,40.32197493,0.296534105,2509.204203,15,0.95,0.000756864,0.84,1,energy,gas,hwater,0.1,1,0
resCookingLPG,Western,2020,fixed,4.523710458,1,0.113092761,1,0,1,481.4445162,0.076613984,695.4917985,14,1,0.000063072,0.95,1,energy,gas,cook,0.1,1,0
resCookingHydrogen,Western,2020,fixed,14.26674359,1,0.713337179,1,0,1,0.011489733,0.032913073,695.4917985,14,1,0.000063072,0.957767695,1,energy,hydrogen,cook,0.1,1,0
resBoilerHydrogen,Western,2020,fixed,4.533519339,1,0.453086971,1,0,1,40.32197493,0.296534105,2509.204203,15,0.95,0.000756864,0.84,1,energy,hydrogen,hwater,0.1,1,0
resBoilerHydrogen_solarT,Western,2020,fixed,11.49637323,1,1.149637323,1,0,1,58.30966074,0.042177212,2509.204203,15,0.95,0.000774384,0.84,1,energy,hydrogen,hwater,0.1,1,0
resCHPHydrogen,Western,2020,fixed,20.64007705,1,0.820475113,1,0,1,23.97141915,0.134223314,2509.204203,25,0.9,0.000756864,0.8,0.35,energy,hydrogen,hwater,0.1,1,0
resCHPFuelCellHdg,Western,2020,fixed,314.4969021,1,25.87127583,1,0,1,23.97141915,0.134223314,2509.204203,25,0.9,0.000756864,0.8,0.35,energy,hydrogen,hwater,0.1,1,0
resMicroCHPHydrogen,Western,2020,fixed,1404.564102,1,5.480245763,1,0,1,15,0.04,2509.204203,15,0.95,0.000378432,0.8,1,energy,hydrogen,hwater,0.1,1,0
