year,asset,dst_region,region,technology,installed,capacity
2030,0,BajaCalif,BajaCalif,GAS_GT,2020,79.79000000000
2030,1,BajaCalif,BajaCalif,GEOTH,2020,19.15810000000
2030,2,BajaCalif,BajaCalif,OIL,2020,0.07100000000
2030,3,Central,BajaCalif,PV_GND,2020,7040.45000000000
2030,3,BajaCalif,BajaCalif,PV_GND,2020,0.24830000000
2030,4,Central,BajaCalif,PV_GND,2025,8135.47220000000
2030,6,BajaCalif,BajaCalif,WIND_ON,2020,0.35480000000
2030,7,BajaCalifSouth,BajaCalifSouth,GAS_GT,2020,4.00900000000
2030,8,BajaCalifSouth,BajaCalifSouth,OIL,2020,16.85200000000
2030,9,BajaCalifSouth,BajaCalifSouth,PV_GND,2020,12866.11730000000
2030,11,BajaCalifSouth,BajaCalifSouth,WIND_ON,2020,1.77390000000
2030,12,Central,Central,BIO,2020,0.03550000000
2030,13,Central,Central,GAS_GT,2020,148.19160000000
2030,13,Eastern,Central,GAS_GT,2020,40.15400000000
2030,13,Western,Central,GAS_GT,2020,48.00170000000
2030,14,Eastern,Central,GEOTH,2020,0.00010000000
2030,15,Central,Central,HYD,2020,2.87370000000
2030,16,Central,Central,OIL,2020,4.89600000000
2030,17,Central,Central,PV_GND,2020,0.74500000000
2030,18,Eastern,Eastern,BIO,2020,5.85390000000
2030,19,Eastern,Eastern,GAS_CC,2025,12.39190000000
2030,20,Eastern,Eastern,GAS_GT,2020,160.61600000000
2030,20,Peninsular,Eastern,GAS_GT,2020,31.38030000000
2030,21,Central,Eastern,GAS_GT,2025,7989.26460000000
2030,22,Eastern,Eastern,HYD,2020,237.38330000000
2030,23,Eastern,Eastern,NUCL,2020,57.47440000000
2030,24,Eastern,Eastern,OIL,2020,10.35960000000
2030,25,Eastern,Eastern,WIND_ON,2020,7178.97980000000
2030,26,North,North,BIO,2020,0.31930000000
2030,27,North,North,GAS_GT,2020,155.18080000000
2030,28,North,North,HYD,2020,0.99340000000
2030,29,North,North,OIL,2020,4.08000000000
2030,30,North,North,PV_GND,2020,40.26750000000
2030,31,Northeast,Northeast,BIO,2020,0.67410000000
2030,32,Northeast,Northeast,COAL,2020,46.83100000000
2030,33,Northeast,Northeast,GAS_GT,2020,509.42860000000
2030,34,Northeast,Northeast,HYD,2020,8232.28560000000
2030,36,Northeast,Northeast,OIL,2020,7.94710000000
2030,37,Northeast,Northeast,PV_GND,2020,16.46180000000
2030,38,Northeast,Northeast,WIND_ON,2020,89.47550000000
2030,40,Northwest,Northwest,GAS_GT,2020,165.72480000000
2030,40,North,Northwest,GAS_GT,2020,46.55420000000
2030,41,Peninsular,Northwest,GAS_GT,2025,10314.32050000000
2030,42,Northwest,Northwest,HYD,2020,34.05890000000
2030,43,Northwest,Northwest,OIL,2020,1.98680000000
2030,44,Northwest,Northwest,PV_GND,2020,16.17800000000
2030,45,Northwest,Northwest,WIND_ON,2020,0.07100000000
2030,46,Peninsular,Peninsular,GAS_GT,2020,31.38030000000
2030,47,Peninsular,Peninsular,OIL,2020,0.56760000000
2030,48,Peninsular,Peninsular,PV_GND,2020,24.69270000000
2030,49,Peninsular,Peninsular,PV_RFT,2020,0.21290000000
2030,50,Peninsular,Peninsular,WIND_ON,2020,9.08240000000
2030,51,Western,Western,BIO,2020,1.41910000000
2030,52,Western,Western,COAL,2020,118.85130000000
2030,54,Western,Western,GAS_GT,2020,192.00690000000
2030,54,Northwest,Western,GAS_GT,2020,41.43120000000
2030,56,Western,Western,GEOTH,2020,11.17560000000
2030,57,Western,Western,HYD,2020,174.30340000000
2030,58,Western,Western,OIL,2020,29.30480000000
2030,59,Western,Western,PV_GND,2020,27.31810000000
2030,60,Western,Western,WIND_ON,2020,36.54230000000
2035,0,BajaCalif,BajaCalif,GAS_GT,2020,59.84250000000
2035,1,BajaCalif,BajaCalif,GEOTH,2020,14.36860000000
2035,2,BajaCalif,BajaCalif,OIL,2020,0.05320000000
2035,3,Central,BajaCalif,PV_GND,2020,7040.45000000000
2035,3,BajaCalif,BajaCalif,PV_GND,2020,0.18630000000
2035,4,Central,BajaCalif,PV_GND,2025,8135.47220000000
2035,5,BajaCalif,BajaCalif,PV_GND,2030,12339.70950000000
2035,6,BajaCalif,BajaCalif,WIND_ON,2020,0.26610000000
2035,7,BajaCalifSouth,BajaCalifSouth,GAS_GT,2020,3.00680000000
2035,8,BajaCalifSouth,BajaCalifSouth,OIL,2020,12.63900000000
2035,9,BajaCalifSouth,BajaCalifSouth,PV_GND,2020,12865.38120000000
2035,10,Central,BajaCalifSouth,PV_GND,2030,8653.91970000000
2035,11,BajaCalifSouth,BajaCalifSouth,WIND_ON,2020,1.33040000000
2035,12,Central,Central,BIO,2020,0.02660000000
2035,13,Central,Central,GAS_GT,2020,111.14370000000
2035,13,Eastern,Central,GAS_GT,2020,30.11550000000
2035,13,Western,Central,GAS_GT,2020,36.00130000000
2035,14,Eastern,Central,GEOTH,2020,0.00010000000
2035,15,Central,Central,HYD,2020,2.15530000000
2035,16,Central,Central,OIL,2020,3.67200000000
2035,17,Central,Central,PV_GND,2020,0.55880000000
2035,18,Eastern,Eastern,BIO,2020,4.39040000000
2035,19,Eastern,Eastern,GAS_CC,2025,12.39190000000
2035,20,Eastern,Eastern,GAS_GT,2020,120.46200000000
2035,20,Peninsular,Eastern,GAS_GT,2020,23.53520000000
2035,21,Central,Eastern,GAS_GT,2025,7989.26460000000
2035,22,Eastern,Eastern,HYD,2020,178.03750000000
2035,23,Eastern,Eastern,NUCL,2020,43.10580000000
2035,24,Eastern,Eastern,OIL,2020,7.76970000000
2035,25,Eastern,Eastern,WIND_ON,2020,7154.42900000000
2035,26,North,North,BIO,2020,0.23950000000
2035,27,North,North,GAS_GT,2020,116.38560000000
2035,28,North,North,HYD,2020,0.74500000000
2035,29,North,North,OIL,2020,3.06000000000
2035,30,North,North,PV_GND,2020,30.20060000000
2035,31,Northeast,Northeast,BIO,2020,0.50560000000
2035,32,Northeast,Northeast,COAL,2020,35.12320000000
2035,33,Northeast,Northeast,GAS_GT,2020,382.07150000000
2035,34,Northeast,Northeast,HYD,2020,8231.23900000000
2035,35,Northeast,Northeast,HYD,2030,84.03520000000
2035,36,Northeast,Northeast,OIL,2020,5.96030000000
2035,37,Northeast,Northeast,PV_GND,2020,12.34630000000
2035,38,Northeast,Northeast,WIND_ON,2020,67.10660000000
2035,39,Northwest,Northwest,GAS_CC,2030,8310.64070000000
2035,40,Northwest,Northwest,GAS_GT,2020,124.29360000000
2035,40,North,Northwest,GAS_GT,2020,34.91570000000
2035,41,Peninsular,Northwest,GAS_GT,2025,10314.32050000000
2035,42,Northwest,Northwest,HYD,2020,25.54420000000
2035,43,Northwest,Northwest,OIL,2020,1.49010000000
2035,44,Northwest,Northwest,PV_GND,2020,12.13350000000
2035,45,Northwest,Northwest,WIND_ON,2020,0.05320000000
2035,46,Peninsular,Peninsular,GAS_GT,2020,23.53520000000
2035,47,Peninsular,Peninsular,OIL,2020,0.42570000000
2035,48,Peninsular,Peninsular,PV_GND,2020,18.51950000000
2035,49,Peninsular,Peninsular,PV_RFT,2020,0.15970000000
2035,50,Peninsular,Peninsular,WIND_ON,2020,6.81180000000
2035,51,Western,Western,BIO,2020,1.06430000000
2035,52,Western,Western,COAL,2020,89.13850000000
2035,54,Western,Western,GAS_GT,2020,144.00520000000
2035,54,Northwest,Western,GAS_GT,2020,31.07340000000
2035,55,Central,Western,GAS_GT,2030,8544.26400000000
2035,55,Peninsular,Western,GAS_GT,2030,11017.28890000000
2035,56,Western,Western,GEOTH,2020,8.38170000000
2035,57,Western,Western,HYD,2020,130.72760000000
2035,58,Western,Western,OIL,2020,21.97860000000
2035,59,Western,Western,PV_GND,2020,20.48850000000
2035,60,Western,Western,WIND_ON,2020,27.40680000000
2040,0,BajaCalif,BajaCalif,GAS_GT,2020,44.88190000000
2040,1,BajaCalif,BajaCalif,GEOTH,2020,10.77640000000
2040,2,BajaCalif,BajaCalif,OIL,2020,0.03990000000
2040,3,Central,BajaCalif,PV_GND,2020,7040.45000000000
2040,3,BajaCalif,BajaCalif,PV_GND,2020,0.13970000000
2040,4,Central,BajaCalif,PV_GND,2025,8135.47220000000
2040,5,BajaCalif,BajaCalif,PV_GND,2030,12339.70950000000
2040,6,BajaCalif,BajaCalif,WIND_ON,2020,0.19960000000
2040,7,BajaCalifSouth,BajaCalifSouth,GAS_GT,2020,2.25510000000
2040,8,BajaCalifSouth,BajaCalifSouth,OIL,2020,9.47930000000
2040,9,BajaCalifSouth,BajaCalifSouth,PV_GND,2020,12864.82900000000
2040,10,Central,BajaCalifSouth,PV_GND,2030,8653.91970000000
2040,11,BajaCalifSouth,BajaCalifSouth,WIND_ON,2020,0.99780000000
2040,12,Central,Central,BIO,2020,0.02000000000
2040,13,Central,Central,GAS_GT,2020,83.35780000000
2040,13,Eastern,Central,GAS_GT,2020,22.58660000000
2040,13,Western,Central,GAS_GT,2020,27.00100000000
2040,14,Eastern,Central,GEOTH,2020,0.00010000000
2040,15,Central,Central,HYD,2020,1.61650000000
2040,16,Central,Central,OIL,2020,2.75400000000
2040,17,Central,Central,PV_GND,2020,0.41910000000
2040,18,Eastern,Eastern,BIO,2020,3.29280000000
2040,19,Eastern,Eastern,GAS_CC,2025,12.39190000000
2040,20,Eastern,Eastern,GAS_GT,2020,90.34650000000
2040,20,Peninsular,Eastern,GAS_GT,2020,17.65140000000
2040,21,Central,Eastern,GAS_GT,2025,7989.26460000000
2040,22,Eastern,Eastern,HYD,2020,133.52810000000
2040,23,Eastern,Eastern,NUCL,2020,32.32930000000
2040,24,Eastern,Eastern,OIL,2020,5.82730000000
2040,25,Eastern,Eastern,WIND_ON,2020,7136.01590000000
2040,26,North,North,BIO,2020,0.17960000000
2040,27,North,North,GAS_GT,2020,87.28920000000
2040,28,North,North,HYD,2020,0.55880000000
2040,29,North,North,OIL,2020,2.29500000000
2040,30,North,North,PV_GND,2020,22.65050000000
