dst_region,year,asset,region,technology,installed,capacity
Central,2030,15,Central,BIO,2020,0.03550000000
Central,2030,18,Central,GAS_GT,2020,148.19160000000
Central,2030,20,Central,HYD,2020,2.87370000000
Central,2030,21,Central,OIL,2020,4.89600000000
Central,2030,22,Central,PV_GND,2020,0.74500000000
Central,2035,15,Central,BIO,2020,0.02660000000
Central,2035,18,Central,GAS_GT,2020,111.14370000000
Central,2035,20,Central,HYD,2020,2.15530000000
Central,2035,21,Central,OIL,2020,3.67200000000
Central,2035,22,Central,PV_GND,2020,0.55880000000
Central,2040,15,Central,BIO,2020,0.02000000000
Central,2040,18,Central,GAS_GT,2020,83.35780000000
Central,2040,20,Central,HYD,2020,1.61650000000
Central,2040,21,Central,OIL,2020,2.75400000000
Central,2040,22,Central,PV_GND,2020,0.41910000000
Central,2045,15,Central,BIO,2020,0.01500000000
Central,2045,18,Central,GAS_GT,2020,62.51830000000
Central,2045,20,Central,HYD,2020,1.21230000000
Central,2045,21,Central,OIL,2020,2.06550000000
Central,2045,22,Central,PV_GND,2020,0.31430000000
Central,2049,15,Central,BIO,2020,0.01200000000
Central,2049,18,Central,GAS_GT,2020,50.01470000000
Central,2049,20,Central,HYD,2020,0.96990000000
Central,2049,21,Central,OIL,2020,1.65240000000
Central,2049,22,Central,PV_GND,2020,0.25150000000
Central,2050,15,Central,BIO,2020,0.01120000000
Central,2050,18,Central,GAS_GT,2020,46.88880000000
Central,2050,20,Central,HYD,2020,0.90930000000
Central,2050,21,Central,OIL,2020,1.54910000000
Central,2050,22,Central,PV_GND,2020,0.23570000000
Central,2054,15,Central,BIO,2020,0.00560000000
Central,2054,18,Central,GAS_GT,2020,23.44440000000
Central,2054,20,Central,HYD,2020,0.45460000000
Central,2054,21,Central,OIL,2020,0.77460000000
Central,2054,22,Central,PV_GND,2020,0.11790000000
Central,2055,15,Central,BIO,2020,0.00560000000
Central,2055,18,Central,GAS_GT,2020,23.44440000000
Central,2055,20,Central,HYD,2020,0.45460000000
Central,2055,21,Central,OIL,2020,0.77460000000
Central,2055,22,Central,PV_GND,2020,0.11790000000
Central,2059,15,Central,BIO,2020,0.00560000000
Central,2059,18,Central,GAS_GT,2020,23.44440000000
Central,2059,20,Central,HYD,2020,0.45460000000
Central,2059,21,Central,OIL,2020,0.77460000000
Central,2059,22,Central,PV_GND,2020,0.11790000000
Central,2060,15,Central,BIO,2020,0.00560000000
Central,2060,18,Central,GAS_GT,2020,23.44440000000
Central,2060,20,Central,HYD,2020,0.45460000000
Central,2060,21,Central,OIL,2020,0.77460000000
Central,2060,22,Central,PV_GND,2020,0.11790000000
Eastern,2030,18,Central,GAS_GT,2020,40.15400000000
Eastern,2030,19,Central,GEOTH,2020,0.00010000000
Eastern,2030,23,Eastern,BIO,2020,5.85390000000
Eastern,2030,26,Eastern,GAS_GT,2020,160.61600000000
Eastern,2030,28,Eastern,HYD,2020,237.38330000000
Eastern,2030,29,Eastern,NUCL,2020,57.47440000000
Eastern,2030,30,Eastern,OIL,2020,10.35960000000
Eastern,2030,32,Eastern,WIND_ON,2020,98.20310000000
Eastern,2035,18,Central,GAS_GT,2020,30.11550000000
Eastern,2035,19,Central,GEOTH,2020,0.00010000000
Eastern,2035,23,Eastern,BIO,2020,4.39040000000
Eastern,2035,26,Eastern,GAS_GT,2020,120.46200000000
Eastern,2035,28,Eastern,HYD,2020,178.03750000000
Eastern,2035,29,Eastern,NUCL,2020,43.10580000000
Eastern,2035,30,Eastern,OIL,2020,7.76970000000
Eastern,2035,32,Eastern,WIND_ON,2020,73.65230000000
Eastern,2040,18,Central,GAS_GT,2020,22.58660000000
Eastern,2040,19,Central,GEOTH,2020,0.00010000000
Eastern,2040,23,Eastern,BIO,2020,3.29280000000
Eastern,2040,26,Eastern,GAS_GT,2020,90.34650000000
Eastern,2040,28,Eastern,HYD,2020,133.52810000000
Eastern,2040,29,Eastern,NUCL,2020,32.32930000000
Eastern,2040,30,Eastern,OIL,2020,5.82730000000
Eastern,2040,32,Eastern,WIND_ON,2020,55.23920000000
Eastern,2045,18,Central,GAS_GT,2020,16.94000000000
Eastern,2045,23,Eastern,BIO,2020,2.46960000000
Eastern,2045,26,Eastern,GAS_GT,2020,67.75990000000
Eastern,2045,28,Eastern,HYD,2020,100.14610000000
Eastern,2045,29,Eastern,NUCL,2020,24.24700000000
Eastern,2045,30,Eastern,OIL,2020,4.37040000000
Eastern,2045,32,Eastern,WIND_ON,2020,41.42940000000
Eastern,2049,18,Central,GAS_GT,2020,13.55200000000
Eastern,2049,23,Eastern,BIO,2020,1.97570000000
Eastern,2049,26,Eastern,GAS_GT,2020,54.20790000000
Eastern,2049,28,Eastern,HYD,2020,80.11690000000
Eastern,2049,29,Eastern,NUCL,2020,19.39760000000
Eastern,2049,30,Eastern,OIL,2020,3.49640000000
Eastern,2049,32,Eastern,WIND_ON,2020,33.14350000000
Eastern,2050,18,Central,GAS_GT,2020,12.70500000000
Eastern,2050,23,Eastern,BIO,2020,1.85220000000
Eastern,2050,26,Eastern,GAS_GT,2020,50.81990000000
Eastern,2050,28,Eastern,HYD,2020,75.10960000000
Eastern,2050,29,Eastern,NUCL,2020,18.18520000000
Eastern,2050,30,Eastern,OIL,2020,3.27780000000
Eastern,2050,32,Eastern,WIND_ON,2020,31.07210000000
Eastern,2054,18,Central,GAS_GT,2020,6.35250000000
Eastern,2054,23,Eastern,BIO,2020,0.92610000000
Eastern,2054,26,Eastern,GAS_GT,2020,25.41000000000
Eastern,2054,28,Eastern,HYD,2020,37.55480000000
Eastern,2054,29,Eastern,NUCL,2020,9.09260000000
Eastern,2054,30,Eastern,OIL,2020,1.63890000000
Eastern,2054,32,Eastern,WIND_ON,2020,15.53600000000
Eastern,2055,18,Central,GAS_GT,2020,6.35250000000
Eastern,2055,23,Eastern,BIO,2020,0.92610000000
Eastern,2055,26,Eastern,GAS_GT,2020,25.41000000000
Eastern,2055,28,Eastern,HYD,2020,37.55480000000
Eastern,2055,29,Eastern,NUCL,2020,9.09260000000
Eastern,2055,30,Eastern,OIL,2020,1.63890000000
Eastern,2055,32,Eastern,WIND_ON,2020,15.53600000000
Eastern,2059,18,Central,GAS_GT,2020,6.35250000000
Eastern,2059,23,Eastern,BIO,2020,0.92610000000
Eastern,2059,26,Eastern,GAS_GT,2020,25.41000000000
Eastern,2059,28,Eastern,HYD,2020,37.55480000000
Eastern,2059,29,Eastern,NUCL,2020,9.09260000000
Eastern,2059,30,Eastern,OIL,2020,1.63890000000
Eastern,2059,32,Eastern,WIND_ON,2020,15.53600000000
Eastern,2060,18,Central,GAS_GT,2020,6.35250000000
Eastern,2060,23,Eastern,BIO,2020,0.92610000000
Eastern,2060,26,Eastern,GAS_GT,2020,25.41000000000
Eastern,2060,28,Eastern,HYD,2020,37.55480000000
