asset,dst_region,year,region,technology,installed,capacity
0,BajaCalif,2035,BajaCalif,CC_GAS,2020,51.55570000000
0,BajaCalif,2039,BajaCalif,CC_GAS,2020,48.13970000000
0,BajaCalif,2040,BajaCalif,CC_GAS,2020,47.28570000000
0,BajaCalif,2044,BajaCalif,CC_GAS,2020,43.24910000000
0,BajaCalif,2045,BajaCalif,CC_GAS,2020,42.23990000000
0,BajaCalif,2049,BajaCalif,CC_GAS,2020,8.44800000000
2,BajaCalif,2035,BajaCalif,OC_GAS,2020,16.81310000000
2,BajaCalif,2039,BajaCalif,OC_GAS,2020,16.81310000000
2,BajaCalif,2040,BajaCalif,OC_GAS,2020,16.81310000000
2,BajaCalif,2044,BajaCalif,OC_GAS,2020,6.93500000000
2,BajaCalif,2045,BajaCalif,OC_GAS,2020,4.46550000000
2,BajaCalif,2049,BajaCalif,OC_GAS,2020,0.89310000000
4,BajaCalif,2035,BajaCalif,OC_OIL,2020,0.21000000000
4,BajaCalif,2039,BajaCalif,OC_OIL,2020,0.04200000000
5,BajaCalif,2035,BajaCalif,ON_WIND,2020,11.73140000000
5,BajaCalif,2039,BajaCalif,ON_WIND,2020,11.73140000000
5,BajaCalif,2040,BajaCalif,ON_WIND,2020,11.73140000000
5,BajaCalif,2044,BajaCalif,ON_WIND,2020,2.34630000000
7,BajaCalif,2035,BajaCalif,PV_GND,2020,0.06560000000
7,BajaCalif,2039,BajaCalif,PV_GND,2020,0.01310000000
8,BajaCalif,2035,BajaCalif,PV_SSG,2020,4.22580000000
8,BajaCalif,2039,BajaCalif,PV_SSG,2020,4.22580000000
8,BajaCalif,2040,BajaCalif,PV_SSG,2020,4.22580000000
8,BajaCalif,2044,BajaCalif,PV_SSG,2020,2.16650000000
8,BajaCalif,2045,BajaCalif,PV_SSG,2020,1.65170000000
8,BajaCalif,2049,BajaCalif,PV_SSG,2020,0.33030000000
9,BajaCalifSouth,2035,BajaCalifSouth,OC_GAS,2020,2.90130000000
9,BajaCalifSouth,2039,BajaCalifSouth,OC_GAS,2020,2.90130000000
9,BajaCalifSouth,2040,BajaCalifSouth,OC_GAS,2020,2.90130000000
9,BajaCalifSouth,2044,BajaCalifSouth,OC_GAS,2020,0.58030000000
11,BajaCalifSouth,2035,BajaCalifSouth,OC_OIL,2020,9.92440000000
11,BajaCalifSouth,2039,BajaCalifSouth,OC_OIL,2020,2.99400000000
11,BajaCalifSouth,2040,BajaCalifSouth,OC_OIL,2020,1.26140000000
11,BajaCalifSouth,2044,BajaCalifSouth,OC_OIL,2020,0.25230000000
13,BajaCalifSouth,2035,BajaCalifSouth,PV_GND,2020,3.53010000000
13,BajaCalifSouth,2039,BajaCalifSouth,PV_GND,2020,1.96750000000
13,BajaCalifSouth,2040,BajaCalifSouth,PV_GND,2020,1.57680000000
13,BajaCalifSouth,2044,BajaCalifSouth,PV_GND,2020,0.31540000000
14,BajaCalifSouth,2035,BajaCalifSouth,PV_SSG,2020,1.07200000000
14,BajaCalifSouth,2039,BajaCalifSouth,PV_SSG,2020,1.07200000000
14,BajaCalifSouth,2040,BajaCalifSouth,PV_SSG,2020,1.07200000000
14,BajaCalifSouth,2044,BajaCalifSouth,PV_SSG,2020,0.21470000000
14,BajaCalifSouth,2045,BajaCalifSouth,PV_SSG,2020,0.00030000000
14,BajaCalifSouth,2049,BajaCalifSouth,PV_SSG,2020,0.00010000000
15,Central,2035,Central,BIO,2020,2.29140000000
15,Central,2039,Central,BIO,2020,2.15670000000
15,Central,2040,Central,BIO,2020,2.12300000000
15,Central,2044,Central,BIO,2020,0.42460000000
16,Central,2035,Central,CC_GAS,2020,77.11810000000
16,Central,2039,Central,CC_GAS,2020,77.11810000000
16,Central,2040,Central,CC_GAS,2020,77.11810000000
16,Central,2044,Central,CC_GAS,2020,77.11810000000
16,Central,2045,Central,CC_GAS,2020,77.11810000000
16,Central,2049,Central,CC_GAS,2020,44.01740000000
16,Central,2050,Central,CC_GAS,2020,35.74230000000
16,Central,2054,Central,CC_GAS,2020,27.79950000000
16,Central,2055,Central,CC_GAS,2020,25.81390000000
16,Central,2059,Central,CC_GAS,2020,17.87110000000
16,Central,2060,Central,CC_GAS,2020,17.87110000000
16,Central,2064,Central,CC_GAS,2020,17.87110000000
16,Central,2065,Central,CC_GAS,2020,17.87110000000
16,Central,2069,Central,CC_GAS,2020,17.87110000000
16,Central,2070,Central,CC_GAS,2020,17.87110000000
16,Central,2074,Central,CC_GAS,2020,17.87110000000
16,Central,2075,Central,CC_GAS,2020,17.87110000000
16,Central,2079,Central,CC_GAS,2020,17.87110000000
16,Central,2080,Central,CC_GAS,2020,17.87110000000
16,Central,2084,Central,CC_GAS,2020,17.87110000000
16,Central,2085,Central,CC_GAS,2020,17.87110000000
16,Central,2089,Central,CC_GAS,2020,17.87110000000
16,Central,2090,Central,CC_GAS,2020,17.87110000000
16,Central,2094,Central,CC_GAS,2020,17.87110000000
16,Central,2095,Central,CC_GAS,2020,17.87110000000
16,Central,2099,Central,CC_GAS,2020,17.87110000000
16,Central,2100,Central,CC_GAS,2020,17.87110000000
17,Central,2035,Central,HYD_LS,2020,18.85220000000
17,Central,2039,Central,HYD_LS,2020,18.85220000000
17,Central,2040,Central,HYD_LS,2020,18.85220000000
17,Central,2044,Central,HYD_LS,2020,18.85220000000
17,Central,2045,Central,HYD_LS,2020,18.85220000000
17,Central,2049,Central,HYD_LS,2020,4.11860000000
17,Central,2050,Central,HYD_LS,2020,0.43520000000
17,Central,2054,Central,HYD_LS,2020,0.33850000000
17,Central,2055,Central,HYD_LS,2020,0.31430000000
17,Central,2059,Central,HYD_LS,2020,0.21760000000
17,Central,2060,Central,HYD_LS,2020,0.21760000000
17,Central,2064,Central,HYD_LS,2020,0.21760000000
17,Central,2065,Central,HYD_LS,2020,0.21760000000
17,Central,2069,Central,HYD_LS,2020,0.21760000000
17,Central,2070,Central,HYD_LS,2020,0.21760000000
17,Central,2074,Central,HYD_LS,2020,0.21760000000
17,Central,2075,Central,HYD_LS,2020,0.21760000000
17,Central,2079,Central,HYD_LS,2020,0.21760000000
17,Central,2080,Central,HYD_LS,2020,0.21760000000
17,Central,2084,Central,HYD_LS,2020,0.21760000000
17,Central,2085,Central,HYD_LS,2020,0.21760000000
17,Central,2089,Central,HYD_LS,2020,0.21760000000
17,Central,2090,Central,HYD_LS,2020,0.21760000000
17,Central,2094,Central,HYD_LS,2020,0.21760000000
17,Central,2095,Central,HYD_LS,2020,0.21760000000
17,Central,2099,Central,HYD_LS,2020,0.21760000000
17,Central,2100,Central,HYD_LS,2020,0.21760000000
18,Central,2035,Central,OC_GAS,2020,23.39400000000
18,Central,2039,Central,OC_GAS,2020,18.83070000000
18,Central,2040,Central,OC_GAS,2020,17.68980000000
18,Central,2044,Central,OC_GAS,2020,3.59350000000
18,Central,2045,Central,OC_GAS,2020,0.06940000000
18,Central,2049,Central,OC_GAS,2020,0.01390000000
19,Central,2035,Central,OC_OIL,2020,0.54180000000
19,Central,2039,Central,OC_OIL,2020,0.41110000000
19,Central,2040,Central,OC_OIL,2020,0.37840000000
19,Central,2044,Central,OC_OIL,2020,0.07570000000
20,Central,2035,Central,ON_WIND,2020,0.41690000000
20,Central,2039,Central,ON_WIND,2020,0.08340000000
21,Central,2035,Central,PV_GND,2020,1.34600000000
21,Central,2039,Central,PV_GND,2020,1.34600000000
21,Central,2040,Central,PV_GND,2020,1.34600000000
21,Central,2044,Central,PV_GND,2020,0.26920000000
22,Central,2035,Central,PV_SSG,2020,15.16090000000
22,Central,2039,Central,PV_SSG,2020,15.16090000000
22,Central,2040,Central,PV_SSG,2020,15.16090000000
22,Central,2044,Central,PV_SSG,2020,6.15400000000
22,Central,2045,Central,PV_SSG,2020,3.90230000000
22,Central,2049,Central,PV_SSG,2020,0.78050000000
23,Eastern,2035,Eastern,BIO,2020,15.18460000000
23,Eastern,2039,Eastern,BIO,2020,12.10820000000
23,Eastern,2040,Eastern,BIO,2020,11.33910000000
23,Eastern,2044,Eastern,BIO,2020,2.26780000000
25,Eastern,2035,Eastern,CC_GAS,2020,97.26770000000
25,Eastern,2039,Eastern,CC_GAS,2020,65.78220000000
25,Eastern,2040,Eastern,CC_GAS,2020,57.91080000000
25,Eastern,2044,Eastern,CC_GAS,2020,51.95680000000
25,Eastern,2045,Eastern,CC_GAS,2020,50.46830000000
25,Eastern,2049,Eastern,CC_GAS,2020,10.09370000000
